"category","headline","authors","link","short_description","date"
"WEDDINGS","Lovestagram: Girlfriend Creates App For Instagram Creator For Valentine's Day","","https://www.huffingtonpost.com/entry/lovestagram-girlfriend-ka_us_5b9b4ff4e4b03a1dcc768dfa","Trigger planned to surprise Krieger on Valentine's Day with the app, which builds on Instagram -- a free photo-sharing program","2012-02-11"
"DIVORCE","'Win a Divorce': New Zealand Man Plans To Break Up With Wife Over The Radio","","https://www.huffingtonpost.com/entry/new-zealand-man-win-a-div_us_5b9b4fece4b03a1dcc768d94","The Rock has been dodging criticism from family groups since announcing the radio stunt, which the station claims is aimed","2012-02-11"
"STYLE & BEAUTY","My First Lincoln Center Collection!","Lorena Sarbu, Contributor\nEveningwear Designer","https://www.huffingtonpost.com/entry/my-first-lincoln-center-c_us_5b9b4ff0e4b03a1dcc768dd8","When I think of Lincoln Center, I think about culture: fashion, music, dance.  I never imagined that I would be thinking about my own Fall 2012 eveningwear collection there.","2012-02-11"
"WELLNESS","Tracking Sleep Cycles","","https://www.huffingtonpost.comhttp://www.bloomberg.com/news/2012-02-08/no-sex-please-we-re-tracking-sleep-cycles-rich-jaroslovsky.html","Sleep ranks right up there with weight in the pantheon of health issues to obsess over: Millions of people worry that they","2012-02-11"
"STYLE & BEAUTY","Kelly Rowland's Birthday: Singer Turns 31, Style Evolution (PHOTOS)","Julee Wilson","https://www.huffingtonpost.com/entry/kelly-rowland-style-evolution_us_5b9b5035e4b03a1dcc768fac","As one of the original members of Destiny's Child, Kelly Rowland has been dressing like a superstar over the past 15 years","2012-02-11"
"STYLE & BEAUTY","A Color Palette Emerges","Melissa Liebling-Goldberg, Contributor\nEditorial Director, Women's, Gilt Groupe","https://www.huffingtonpost.com/entry/a-color-palette-emerges_us_5b9b5036e4b03a1dcc768fb0","It's only the end of day two at Mercedes-Benz Fashion Week, but the color palette for the season has claimed its dominance.  Wines, maroons, and rusts lead the charge in a deeply autumnal color palette. Greens range from dark forest to hinting at peacock blue to a dull chartreuse.","2012-02-11"
"WELLNESS","Super Soul Sunday: An Unexpected Burst Of Love","","https://www.huffingtonpost.com/entry/super-soul-sunday_us_5b9b5036e4b03a1dcc768fc5","Everybody needs love in their lives, but sometimes it can be hard to find. So in this Sunday's new episode of ""SoulPancake","2012-02-11"
"HOME & LIVING","DIY Valentines Day Gifts: Ombre Sweater Mittens","Brie Dyas","https://www.huffingtonpost.com/entry/diy-valentines-day-gifts_us_5b9b5052e4b03a1dcc76903b","You already know that handmade gifts feel more heartfelt than storebought--we don't really need to tell you that. But if","2012-02-11"
"STYLE & BEAUTY","Mena Suvari: Beauty Evolution (PHOTOS)","Brooke Bobb","https://www.huffingtonpost.com/entry/mena-suvari-beauty_us_5b9b5052e4b03a1dcc769004","Ever since her sexy, scandalous performance in ""American Beauty,"" Mena Suvari has grown to become one of Hollywood's most","2012-02-11"
"STYLE & BEAUTY","Shailene Woodley In Jason Wu: Look Of The Day (PHOTOS)","Brooke Bobb","https://www.huffingtonpost.com/entry/shailene-woodley-jason-wu_us_5b9b5004e4b03a1dcc768f2d","WHAT: The actress turned up to Jason Wu's fall 2012 runway show wearing a chic, striped sweater, collared shirt and pants","2012-02-11"
"STYLE & BEAUTY","Emma Watson's Sheer Pink Frock: Yay Or Nay? (PHOTOS)","Jessica Misener","https://www.huffingtonpost.com/entry/emma-watsons-sheer_us_5b9b5007e4b03a1dcc768f4c","FYI, Americans: The BAFTAs are tomorrow, the same night as the Grammys. Watson, of course, is the face of Lancome; her most","2012-02-11"
"STYLE & BEAUTY","Fashion She Writes","Annabel Tollman, Contributor\nStylist","https://www.huffingtonpost.com/entry/fashion-she-writes_us_5b9b5007e4b03a1dcc768f56","New York Fashion Week is here. Our streets are dotted with teenage models, as noticeable as a gazelle in a herd of wildebeest, clutching their portfolios and intently examining subway maps. Emergency haircut appointments are made, juice fasts considered and new shoes purchased.","2012-02-11"
"WELLNESS","'Love, Etc.' Director Opens Up About Love, New York City And Finding Inspiration","Peter Walsh, Contributor\nHost, Extreme Clutter on OWN: The Oprah Winfrey Network","https://www.huffingtonpost.com/entry/love-etc_us_5b9b5038e4b03a1dcc768fe4","There is something magical about starting with a blank piece of paper and ending up with a film, whether it is 5 minutes or 90 minutes. For me there is nothing better than that when it comes to having a ""job"" and doing work.","2012-02-11"
"STYLE & BEAUTY","New York Fashion Week 2012: Rag & Bone Fall 2012 (PHOTOS)","Sarah St. Lifer","https://www.huffingtonpost.com/entry/rag-bone-fall-2012_us_5b9b5019e4b03a1dcc768f75","Who Was There: Oh Land, Jennifer Nettles, Sasha Alexander The Skinny: On a blustery Friday evening in a chilly pier, David","2012-02-11"
"WELLNESS","How to Create a Homelike Environment for Memory Care","Rita Altman, R.N., Contributor\nSenior Vice President of Memory Care & Program Services at Sun...","https://www.huffingtonpost.com/entry/elder-care_us_5b9b4e9ce4b03a1dcc76857c","For family members who are helping a loved one with memory loss transition to an assisted living community or to any new living arrangement, it is important to recreate the elements that have always made those loved ones feel at home.","2012-02-11"
"WELLNESS","4 Health Reasons to Eat Chocolate (and Cons to Consider)","EatingWell, Contributor\nWhere Good Taste Meets Good Health","https://www.huffingtonpost.com/entry/chocolate-health_us_5b9b4b31e4b03a1dcc766bfc","When it comes to dessert, chocolate is my weakness. The silky, rich, bittersweet stuff is sure to satisfy my sweet tooth.","2012-02-11"
"STYLE & BEAUTY","Best And Worst Grammys Dresses Of All Time (PHOTOS)","Michelle Manetti","https://www.huffingtonpost.com/entry/best-and-worst-dresses-grammys_us_5b9b4e7ae4b03a1dcc76825f","With the 54th Grammy Awards just around the corner on Sunday night, people everywhere are getting ready to watch great performances","2012-02-11"
"TRAVEL","New Safari Lodges In Southern Africa (PHOTOS)","Andrew Harper, Contributor\nEditor, Hideaway Report","https://www.huffingtonpost.com/entry/new-safari-lodges-in-bots_us_5b9b4e85e4b03a1dcc7682b4","The sophistication of these suites and the standard of the cuisine are as crucial to the experience as the quality of the wildlife-viewing.","2012-02-11"
"WELLNESS","My Biggest Fear: Becoming Obese... Again","Dr. Andrew Wittman, Contributor\nLeadership Speaker & Mental Toughness Coach","https://www.huffingtonpost.com/entry/overweight_us_5b9b4e33e4b03a1dcc768074","Those of us who have overcome our battle with weight always tuck away in the back of our minds the fear that it can happen again. It keeps us in check, but it is ever-present.","2012-02-11"
"WEDDINGS","Marriage Trivia: How Much Do You Know About Marriage Across The Country?","","https://www.huffingtonpost.com/entry/marriage-trivia-national_us_5b9b4fdde4b03a1dcc768cd2","Since 1996, National Marriage Week, and its stateside counterpart, National Marriage Week USA, has aimed to spread awareness","2012-02-11"
"PARENTING","Sh*t My Kids Ruined: Valentine's Day Edition (PHOTOS)","","https://www.huffingtonpost.com/entry/shit-my-kids-ruined-valentines-day_us_5b9b4fd5e4b03a1dcc768cb1","Roses are red Violets are blue I got a dozen roses My toddler ate two. Welcome to Valentine's Day with kids. From wonderfully","2012-02-11"
"WELLNESS","Don't Just Sit There -- Take a Stand!","Estelle Underwood, Contributor\nCertified Personal Trainer, Owner of Bodyworks for Total Healt...","https://www.huffingtonpost.com/entry/sitting-health_us_5b9b4a83e4b03a1dcc7662ea","We've all heard too many times that a sedentary lifestyle is hazardous to our health.  Many of us who take the risks of this type of lifestyle seriously have incorporated a weekly, if not daily, exercise routine into our busy schedules.  So we've got it covered, right?  Wrong.","2012-02-11"
"WEDDINGS","Scheming Parents Set Their Kids Up — And It Works : NPR","","https://www.huffingtonpost.comhttp://www.npr.org/2012/02/10/146638138/scheming-parents-set-their-kids-up-and-it-works?sc=fb&cc=fp","When Steven Ketcham met Alexandra Budny's mother, she told him, ""I'm going to be your future mother-in-law."" There was just","2012-02-11"
"WEDDINGS","It's National Marriage Week. Oh Please.","Kate Schermerhorn, Contributor\nFilmmaker, ""After Happily Ever After""","https://www.huffingtonpost.com/entry/its-national-marriage-wee_us_5b9b4ffce4b03a1dcc768e5c","Does that mean we should just go out and pick any random person to marry to improve the quality of our lives?  Or that we should stay in a hellacious marriage for the sake of the kids?","2012-02-11"
"STYLE & BEAUTY","New York Fashion Week 2012: Rag & Bone Backstage Beauty","Simone Kitchens","https://www.huffingtonpost.com/entry/rag-and-bone-fall-2012-beauty_us_5b9b4ffce4b03a1dcc768e6a","Inspiration: Patti Smith goes to India. Makeup: Revlon Artistic Director (and wife of r&b designer, David Neville) Gucci","2012-02-11"
"WEDDINGS","'The Vow': Twitter Users Discuss Why They Want To See The Film","","https://www.huffingtonpost.com/entry/the-vow-twitter-users-dis_us_5b9b4ffde4b03a1dcc768ea8","""The Vow,"" a film about a man whose wife loses her memory after a car accident and forgets her husband, opened in theaters","2012-02-11"
"WELLNESS","I Heart My Pet: Conditions of the Heart and Natural Healing for Pets","Barbara E. Royal, D.V.M., Contributor\nOwner, The Royal Treatment Veterinary Center, Chicago","https://www.huffingtonpost.com/entry/pet-heart-health_us_5b9b4ddae4b03a1dcc767b6c","Valentine's Day -- a time to think about your heart and the heart of someone you love. Where do you find more love than in the heart of your pet? Yes, we have husbands, wives, family and friends, but there's no substitute for that happy thump-thump-thump of a wagging tail.","2012-02-11"
"TRAVEL","Facebook's Top 10 Cities For Romance (PHOTOS)","Yen Lee, Contributor\nCo-founder of UpTake.com","https://www.huffingtonpost.com/entry/facebooks-top-10-cities-for-romance_us_5b9b4de5e4b03a1dcc767ca1","Uptake has analyzed millions of status updates, photo captions and album covers on Facebook in order to bring you a list of the most smooch-worthy spots in the U.S. that people are talking about.","2012-02-11"
"STYLE & BEAUTY","Valentine's Day 2012: 9 Beauty Gifts To Love","Simone Kitchens","https://www.huffingtonpost.com/entry/valentines-day-beauty_us_5b9b4f5ee4b03a1dcc7689f8","As you know, we have a love-hate relationship with Valentine's Day around the Stylelist office. Even if some of us are total","2012-02-11"
"STYLE & BEAUTY","New York Fashion Week 2012: Anna Wintour & Andre Leon Talley Sit Front Row In 1996","Sarah Leon","https://www.huffingtonpost.com/entry/anna-wintour-andre-leon-talley_us_5b9b49fae4b03a1dcc765b76","""A Look Back"" is a daily column that highlights a moment from fashion's fabulous past. Today's pick is of Vogue editors Anna","2012-02-11"
"STYLE & BEAUTY","New York Fashion Week: DJ Ruckus Has DJ'ed For Alexander Wang, Calvin Klein And More","Sarah Leon","https://www.huffingtonpost.com/entry/dj-ruckus-fashion-week_us_5b9b3ff6e4b03a1dcc75efc3","What is the last song you downloaded? Lana Del Ray, “Video Games.” What song should never be played at a fashion show? Right","2012-02-11"
"PARENTING","You Can't Un-Hurry Love:  When Crushes Start Early","David Valdes Greenwood, Guest Writer\nDad, Playwright, Author of the YA Series ""Revengers""","https://www.huffingtonpost.com/entry/daughters-first-crush_us_5b9b433be4b03a1dcc761279","My daughter calmly informed me that she'd broken up with her boyfriend Miles. I asked how Miles had taken the news, and she shrugged, ""I didn't tell him Papa; I just did it.""","2012-02-11"
"COMEDY","Animals Riding Other Animals (VIDEOS)","Seena Vali","https://www.huffingtonpost.com/entry/animals-riding-other-animals-video_us_5bacfb80e4b04234e855303c","Everybody needs a lift once in awhile, and that steadfast rule applies to the entire animal kingdom, not just human beings","2012-02-11"
"COMEDY","The Quirky Girl Timeline: A History Of Quirk From Hepburn To Deschanel (VIDEO)","","https://www.huffingtonpost.com/entry/the-quirky-girl-timeline-video_us_5bacfbbee4b04234e85534a0","This Saturday marks Zooey Deschanel's first time hosting ""Saturday Night Live"", which will be one small step for Zooey and","2012-02-11"
"COMEDY","Norwegian TV News Gets Trolled With Unconventional Eye Chart (VIDEO)","","https://www.huffingtonpost.com/entry/norwegian-news-trolled-eye-chart-video_us_5bacfbc1e4b04234e85534b5","It's totally normal for a stock photo to pop up on the screen during a TV news report, but unfortunately for Norwegian news","2012-02-11"
"CRIME","Karen Swift's Funeral Planned For Saturday As Homicide Investigation Continues","David Lohr","https://www.huffingtonpost.com/entry/karen-swifts-funeral_us_5ba2bf2be4b0c2784da57da6","Police have not yet released a cause of death in the case but have confirmed that are investigating Swift's death as a homicide","2012-02-11"
"BLACK VOICES","BlackVoices History Quest, Black History In Your Backyard: Los Angeles Edition","","https://www.huffingtonpost.com/entry/blackvoices-history-quest-la_us_5bada8a2e4b0bb1705fa448b","Today's edition of Black Voices Black History Quest is based in Los Angeles. We have some great places for your next trip","2012-02-11"
"BLACK VOICES","Roland Martin's Controversial Tweets Draw Attention To Issues Faced By LGBT Blacks, Activists Say","Trymaine Lee","https://www.huffingtonpost.com/entry/lgbt-blacks_us_5bada88ae4b0bb1705fa441b","The National Black Justice Coalition called these attacks ""a clarion call that more deliberate action within the black community","2012-02-11"
"BLACK VOICES","Grammy Awards 2012: Your BlackVoices Love Song Playlist (VIDEO)","Brennan Williams","https://www.huffingtonpost.com/entry/grammy-award-nominee-love-song-playlist_us_5bada895e4b0bb1705fa444a","With this year's annual Grammy Awards scheduled for this Sunday, two days before Valentine's Day, HuffPost Black Voices thought","2012-02-11"
"BLACK VOICES","Kelly Rowland's Birthday: Singer Turns 31, Style Evolution (PHOTOS)","Julee Wilson","https://www.huffingtonpost.com/entry/kelly-rowland-style-evolution_us_5bada895e4b0bb1705fa4450","As one of the original members of Destiny's Child, Kelly Rowland has been dressing like a superstar over the past 15 years","2012-02-11"
"BLACK VOICES","Ciara Debuts Two-Tone Hair At Pre-Grammy Party, Yea Or Nay? (PHOTOS, POLL)","Julee Wilson","https://www.huffingtonpost.com/entry/ciara-grammy-hair_us_5bada899e4b0bb1705fa445d","Singer Ciara attended the Red Zone pre-Grammy party last night and debuted an interesting new 'do. The Grammy Awards are","2012-02-11"
"BLACK VOICES","'Black Love' Wedding Announcements (PHOTOS)","Julee Wilson","https://www.huffingtonpost.com/entry/black-love-wedding-announcements-2_us_5bada8c6e4b0bb1705fa44fb","""Black Love"" Wedding Announcements: Getting married? Celebrating a wedding anniversary? If so, share your love with us, here","2012-02-11"
"SCIENCE","The Bird Flu Debate: How to Avoid Ruffling Feathers While Still Having a Real Conversation","Leslie E. Gerwin, Contributor\nAssociate Director, Program in Law & Public Affairs, Princeton...","https://www.huffingtonpost.com/entry/h5n1-bird-flu_us_5baeaa37e4b014374e2d4ec1","The recent controversy over whether to research and publish data about a human transmissible H5N1 bird flu is disheartening to one who has spent a career advocating policies to promote and protect the public's health.","2012-02-11"
"SCIENCE","Sun-Watching NASA Satellite RHESSI Sees 40,000 Solar Flares In Decade In Space","","https://www.huffingtonpost.com/entry/sun-watching-nasa-satelli_us_5baeaa38e4b014374e2d4efc","During a solar eruption, intense magnetic activity causes areas around darkened patches, called sunspots, to emit energy","2012-02-11"
"SCIENCE","Science And Religion Quotes: What World's Greatest Scientists Say About God","Tavish Nanda","https://www.huffingtonpost.com/entry/science-and-religion-quotes-scientists-god_us_5baea907e4b014374e2d36be","Figuring God into the world of science is a nebulous task. What happens when observers of the fact-based natural world must","2012-02-11"
"QUEER VOICES","Prop 8: One Landmark Decision Begets Another","Kevin Cathcart, Contributor\nExecutive Director, Lambda Legal","https://www.huffingtonpost.com/entry/prop-8-one-landmark-decis_us_5baf9fe4e4b0ad76925f0676","When politicians attack Perry or any judicial decision that doesn't accord with their own views, claiming those decisions are the product of ""rogue"" judges, they reveal a frightening misunderstanding of the American legal system.","2012-02-11"
"QUEER VOICES","Marriage Equality Progress Must Continue","Daniel O'Donnell, Contributor\nNew York State Assembly Member representing the 69th District","https://www.huffingtonpost.com/entry/washington-gay-marriage_us_5baf9fe5e4b0ad76925f06c5","I am incredibly proud to congratulate Washington State Representative Pedersen and Senator Murray on the day Governor Gregoire signed the bill into law, and welcome them into the next stage of the fight for marriage equality.","2012-02-11"
"QUEER VOICES","Why I Love Howard Stern and You Should, Too!","Walt Hawkins, Contributor\nUS Citizen, NYC Resident, All-Around Swell Fella","https://www.huffingtonpost.com/entry/howard-stern_us_5baf9fe0e4b0ad76925f053c","I'm always surprised by the reaction I get when people find this out about me, especially from my fellow gays. While most of them have never even heard the show, they insist that Howard is anti-gay. I have found the exact opposite to be true.","2012-02-11"
"QUEER VOICES","10 Surprising Facts About Heterosexuality","Hanne Blank, Contributor\nAuthor, 'Straight: The Surprisingly Short History of Heterosex...","https://www.huffingtonpost.com/entry/10-surprising-facts-about-heterosexuality_us_5baf9feee4b0ad76925f0711","Not only does the history of heterosexuality offer up surprises that make you rethink what ""heterosexual"" is and means, it also makes you realize how little we really know about this thing about which most of us assume we already know everything we need to.","2012-02-11"
"QUEER VOICES","Jerry Sanders, San Diego Mayor, Fights For Marriage Equality","","https://www.huffingtonpost.comhttp://lgbtweekly.com/2012/02/09/jerry-sanders-fights-for-marriage-equality/","In light of this week’s decision by the Ninth Circuit Court of Appeals to uphold a lower court’s ruling that Proposition","2012-02-11"
"QUEER VOICES","Something To Celebrate: 12 Of The Best LGBT Moments Of The Week February 5 - February 11","","https://www.huffingtonpost.com/entry/something-to-celebrate-best-lgbt-moments_us_5baf9feae4b0ad76925f06d8","In our bi-monthly series Something To Celebrate we take a look at the biggest and best LGBT moments of the week. Something","2012-02-11"
"IMPACT","Regulating Modeling Agencies to Help Prevent Child Sex Trafficking","Conchita Sarnoff, Contributor\nExecutive Director: Alliance To Rescue Victims of Trafficking.","https://www.huffingtonpost.com/entry/child-trafficking_us_5bb18ebde4b01857b707e572","Given the growing number of modeling agencies that transport underage teenagers from foreign countries into the United States and the growing sex trade of underage girls in the U.S. why does this industry remain deregulated?","2012-02-11"
"IMPACT","Homeless Vets In Phoenix Get First Multifamily Housing Complex","","https://www.huffingtonpost.com/entry/nrp-breaks-ground-on-phoe_us_5bb18ebbe4b01857b707e551","""Most young soldiers or Marines are married and have a young family, and so we need to address the entire family to ensure","2012-02-11"
"IMPACT","Do-Gooder Gifts For Valentine's Day","Danielle Gano, Contributor\nCEO. Entrepreneur. Do-Gooder.","https://www.huffingtonpost.com/entry/valentines-day-gifts_us_5bb18e84e4b01857b707df28","Whether your date is a raving success or an absolute catastrophe, your heart will be warmed by what you've done for others. Here are my top picks.","2012-02-11"
"IMPACT","On Heroes, Civic Leaders, and Social Change: Reflections on Black History Month","Dr. Max Klau, Contributor\nChief Program Officer, New Politics Leadership Academy","https://www.huffingtonpost.com/entry/on-heroes-civic-leaders-a_us_5bb18eb5e4b01857b707e48b","Here's another example: When we think about the famous 1963 March On Washington, the first thing that comes to mind for most","2012-02-11"
"IMPACT","'Week Of Action Against Poverty' Is Grass-Roots Movement With Legs","","https://www.huffingtonpost.com/entry/kenoras-week-of-action-ag_us_5bb18eb6e4b01857b707e49a","“It’s about low income people trying to get their own home,” People First president Russell Havill told LOTW Enterprise. “The","2012-02-11"
"ENVIRONMENT","The Class of Talkers Playing Down the Cost of Fossil Fuel Dependence","Gabe Elsner, Contributor\nGabe Elsner, MBA Candidate at The Wharton School of the Univer...","https://www.huffingtonpost.com/entry/fossil-fuel-industry_us_5bb10beee4b09bbe9a59a91e","The fossil fuel lobby aggressively uses propaganda to block public health protections, manipulate the energy debate, defend their massive government handouts and attack clean energy sources that threaten to displace them.","2012-02-11"
"ENVIRONMENT","Keystone XL: Time for the Senate to Show Some Courage","Bill McKibben, Contributor\nAuthor, 'The End of Nature' among others; Co-founder, 350.org","https://www.huffingtonpost.com/entry/keystone-xl-protests_us_5bb10befe4b09bbe9a59a949","We've been to jail, we've marched on Washington; this week it's pixels and keystrokes. This electronic blitz is an effort to show Congress that there's support out there for doing the right thing.","2012-02-11"
"BUSINESS","National Mortgage Settlement: Missing Final Deal Document Raises Doubts On $25 Billion Mortgage Settlement","","https://www.huffingtonpost.comhttp://www.americanbanker.com/issues/177_29/mortgage-servicers-settlement-1046574-1.html","Some who talked to American Banker said that the political pressure to announce the settlement drove the timing, in effect","2012-02-11"
"BUSINESS","Lisbon Protests: More Than 100,000 Rally Against Austerity In Portugal","Reuters, Reuters","https://www.huffingtonpost.com/entry/portugal-protest-austerity_us_5bb2b553e4b0480ca65a09f5","Still, the head of the second-largest union, which signed the labour reform pact, said at the time it would significantly","2012-02-11"
"BUSINESS","FDIC Shutters Banks in Illinois and Indiana","Dennis Santiago, Contributor\nGlobal Risk and Financial Analyst","https://www.huffingtonpost.com/entry/fdic-shutters-banks-in-il_us_5bb2b54ee4b0480ca65a08b4","On Feb. 10, 2012 the FDIC shifted bank closure activity from the south to the center of the country this week failing Charter National Bank and Trust in Hoffman Estates, Ill. and SCB Bank of Shelbyville, Ind.","2012-02-11"
"BUSINESS","24/7 Wall St.: The States With The Most Homes in Foreclosure","","https://www.huffingtonpost.comhttp://247wallst.com/2012/02/09/the-states-with-the-most-homes-in-foreclosure/","While some of the states with high foreclosure rates have had substantial improvements in their economies, others continue","2012-02-11"
"ENTERTAINMENT","Obama's Hollywood Fundraising Tanked In 2011","","https://www.huffingtonpost.comhttp://www.hollywoodreporter.com/news/obama-hollywood-fundraising-down-2011-289352","According to an analysis of the latest contribution figures conducted by the Center for Responsive Politics at the request","2012-02-11"
"ENTERTAINMENT","'Bachelor' Bombs, 'Smash' Eyerolls And More: The Week In Ouch","","https://www.huffingtonpost.com/entry/the-week-in-ouch_us_5bb3e5d1e4b066f8d2515b61","In the second installment of our weekly roundup of brutal, if over the top, reviews, a desperate ""Bachelor"" contestant made","2012-02-11"
"ENTERTAINMENT","'The Boys,' 'Mortal Instruments' Dropped By Studios","","https://www.huffingtonpost.com/entry/the-boys-mortal-instruments_us_5bb3e5dce4b066f8d2515ce3","Based on the comic by Garth Ennis, with artwork by Darick Robertson, ""The Boys"" was being developed by ""Anchorman"" director","2012-02-11"
"ENTERTAINMENT","'The Boys,' 'Mortal Instruments' Dropped By Studios","","https://www.huffingtonpost.com/entry/the-boys-mortal-instruments_us_5bb3e5dce4b066f8d2515ced","""I'm writing completely on my own on that, so it's taking twice as long as it should,"" McKay told MTV last March. ""I am actually","2012-02-11"
"ENTERTAINMENT","Katy Perry Sings 'Hey Jude,' Pays Tribute To Sir Paul McCartney, The MusiCares Person Of The Year (PHOTOS)","","https://www.huffingtonpost.com/entry/katy-perry-tribute-paul-mccartney_us_5bb3e5ebe4b066f8d2515d40","During her last public performance at the offical pre-Super Bowl party, Perry -- sans petals -- flirted with Denver Broncos","2012-02-11"
"ENTERTAINMENT","Grammys' Best New Artist Farce: Why Some Acts Don't Deserve The Award","www.spinner.com, www.spinner.com","https://www.huffingtonpost.com/entry/grammys-best-new-artist-f_us_5bb3e5dde4b066f8d2515d17","Imagine you're at a car dealership and you ask the salesman to show you the best new models. You're checking them out, giddy","2012-02-11"
"ENTERTAINMENT","LL Cool J: Grammy Awards Host Faces Difficult Challenge","","https://www.huffingtonpost.comhttp://www.theboombox.com/2012/02/11/ll-cool-j-grammys-host/","Mark Davis, Getty Images In recent years, the Grammys have done just fine on autopilot. The awards haven't had a host since","2012-02-11"
"ENTERTAINMENT","Adele, Grammy Awards: Will Singer's Comeback Live Up To The Hype?","","https://www.huffingtonpost.comhttp://www.spinner.com/2012/02/11/adele-grammys-comeback-performance/","It's been five months since Adele has sung in public and two since she underwent surgery for a hemorrhaged vocal cord. Following","2012-02-11"
"CULTURE & ARTS","Alexi Torres' Images Made Of Woven Leaves, Feathers And Organic Materials (PHOTOS)","","https://www.huffingtonpost.com/entry/alexi-torres-woven-leaves_us_5bb22016e4b0171db69d7523","Cuban-born artist Alexi Torres wanted to create works that captured the creative powers of the universe as well as the problems","2012-02-11"
"CULTURE & ARTS","Kyung Sunghyun's Chameleons And Ghostly Visions (PHOTOS)","","https://www.huffingtonpost.com/entry/kyung-sunghyuns-warm-ghos_us_5bb22018e4b0171db69d7536","Kyung Sunghyun creates uncanny portraits that resemble shaky, overexposed photographs. Yet these tremors are not a mere technological","2012-02-11"
"CULTURE & ARTS","The Week In Review: Femme Fatales, Hipsters And Dead Disney Princesses (PHOTOS)","","https://www.huffingtonpost.com/entry/the-week-in-review-femme_us_5bb21fe1e4b0171db69d7385","Fabian Ciraolo gives historical figures from Marilyn Monroe to Frida Kahlo hipster makeovers, complete with Daft Punk T-shirts","2012-02-11"
"CULTURE & ARTS","Dennis Koch's Colorful Supersystems (PHOTOS)","","https://www.huffingtonpost.com/entry/dennis-kochs-colorful-supersystems_us_5bb21fcfe4b0171db69d71c7","Check out Koch's delightful slideshow. You may like it so much you will look at it on loop. For all the heavy theory behind","2012-02-11"
"TECH","Watch The Top 9 YouTube Videos Of The Week","Catharine Smith","https://www.huffingtonpost.com/entry/watch-top-youtube-videos_us_5bb34c3ee4b0fa920b95d8c1","If you're looking to see the most popular YouTube videos of the week, look no further. Once again, we're bringing you the","2012-02-11"
"TECH","Electronic Security A Worry In An Age Of Digital Espionage","","https://www.huffingtonpost.comhttp://www.nytimes.com/2012/02/11/technology/electronic-security-a-worry-in-an-age-of-digital-espionage.html","When Kenneth G. Lieberthal, a China expert at the Brookings Institution, travels to that country, he follows a routine that","2012-02-11"
"TECH","AT&T Upgrade Fee To Double On February 12","Timothy Stenovec","https://www.huffingtonpost.com/entry/att-upgrade-fee-to-double-february-12_us_5bb34c3fe4b0fa920b95d8ce","Wireless and Mobile News notes the increase comes just days ahead of the February 19th release of the Samsung Galaxy Note","2012-02-11"
"TECH","Google Wallet A Security Risk, Say Researchers","Reuters, Reuters","https://www.huffingtonpost.com/entry/google-wallet-security_us_5bb34c3ee4b0fa920b95d897","The alleged vulnerability in the Google Wallet was identified by Joshua Rubin, a senior engineer with zvelo, a closely held","2012-02-11"
"TECH","ACTA Protests: Thousands Take To Streets To March Against International Anti-Piracy Agreement","Reuters, Reuters","https://www.huffingtonpost.com/entry/acta-protests-europe_us_5bb34c3fe4b0fa920b95d8ed","Local media reported about 600 people protested at the government building in Vilnius. Lithuania Justice Minister Remigijus","2012-02-11"
"TECH","Facebook Isn't Addictive -- It Just Makes People Happy","Larry Magid, Contributor\nTechnology journalist","https://www.huffingtonpost.com/entry/facebook-addiction_us_5bb34c3fe4b0fa920b95d8f4","So, is this a bad thing? I suppose some people could interpret anything positive that people return to often as addictive, but if ""intense engagement and emotional enjoyment"" is a bad thing than we have to worry more than just Facebook.","2012-02-11"
"TRAVEL","Cerebral Cruising Towards Antiquity (PHOTOS)","Yvonne Yorke, Contributor\nAward-Winning Travel Journalist, Royal Expert and Commentator","https://www.huffingtonpost.com/entry/voyages-of-antiquitys-cer_us_5b9b4af9e4b03a1dcc76687e","After several attempts to catch a taxi back to the ship, one of the local shopkeepers voluntarily came out of his store and helped me flag down a taxi and give the driver directions.","2012-02-10"
"WELLNESS","Living Like a Champion","Nikki Stone, Contributor\nOlympic gold medalist and bestselling author","https://www.huffingtonpost.com/entry/sarah-burke_us_5b9b4aece4b03a1dcc7667be","Today, your challenge is to ask yourself if you want to lead a life with no change and no excitement, or do you want to take the chance to find some excitement and exhilaration and really live?  Do you want to look back on your life and have regrets for not living to your full potential?","2012-02-10"
"WEDDINGS","Nose-To-Tail Event Design","Kristian Gustavson, Contributor\nContributor","https://www.huffingtonpost.com/entry/post_us_5b9b4bf7e4b03a1dcc76711d","The next time you are about to throw away what is only poor filler, look again. There may be gold in that there dross.","2012-02-10"
"FOOD & DRINK","Recipe Showdown: Chocolate Lava Cake","Kitchen Daily, Kitchen Daily","https://www.huffingtonpost.com/entry/recipe-showdown-chocolate-lava-cake_us_5b9b4bf4e4b03a1dcc767112","By now, everyone knows what molten chocolate cake is (right???). It's also known as chocolate lava cake or warm chocolate","2012-02-10"
"STYLE & BEAUTY","Emma Roberts' Style Evolution (PHOTOS)","Jada Wong","https://www.huffingtonpost.com/entry/emma-roberts-style-evolution-photos_us_5b9b4f07e4b03a1dcc7687ae","Emma Roberts’ style has come a long way from camo pants, athletic wear, screen-printed tees and flared denim. It looks like","2012-02-10"
